Restaurant Name,City,Primary Cuisine,Cost Category,Rating,Votes,Latitude,Longitude
Shri Shyam Ji Shudh Shakahari Bhojnalaya,new delhi,north indian,low,1.0,0,28.6112536,76.9748922
Sky Hawk,new delhi,north indian,medium,1.0,1,28.6032958,76.9877493
Snack Shack,new delhi,north indian,low,1.0,0,28.6101996,76.9711827
Soya Bite's,new delhi,north indian,low,1.0,1,28.6150289,76.9840836
Soya Bite's,new delhi,north indian,low,1.0,1,28.6124522,76.9909279
Taj Mahal Dhaba,new delhi,north indian,low,1.0,2,28.5906226,76.9932051
Yadav Sweets,new delhi,mithai,low,1.0,1,28.613206,76.9797118
Yummy Chinese Food,new delhi,chinese,low,1.0,1,28.5914718,77.0007571
Aggarwal Sweets Corner,new delhi,mithai,low,1.0,0,28.69273348,77.08195768
Anand Sweets,new delhi,mithai,low,1.0,1,28.6827398,77.0690735
Annapurna Sweets Palace,new delhi,mithai,low,1.0,1,28.6934044,77.0820784
Aujla's Punjabi Zaika,new delhi,north indian,low,1.0,0,28.6521647,77.0700586
Baba Ji,new delhi,fast food,low,1.0,0,28.67897397,77.06540443
Babu Soup Wala,new delhi,north indian,low,1.0,0,28.6818432,77.0681466
Baketown By Gagan Bakers,new delhi,fast food,low,1.0,0,28.68232512,77.05472823
Bala Ji Rasoi,new delhi,north indian,low,1.0,0,28.67583363,77.06247076
Bansiwala Sweets & Caterers,new delhi,mithai,low,1.0,0,28.68263808,77.02933475
Best Chicken Corner,new delhi,north indian,medium,1.0,0,28.6823752,77.0688571
Bhardwaj Bakery,new delhi,bakery,low,1.0,0,28.67784092,77.06424572
Bikaner Sweets & Restaurant,new delhi,mithai,low,1.0,0,28.6927975,77.0820767
Classic Chef Corner,new delhi,chinese,low,1.0,0,28.68202569,77.03108288
Dabas Ke Special Chole Bhature,new delhi,street food,low,1.0,0,28.68247071,77.0287839
Daily Belly,new delhi,north indian,low,1.0,0,28.6821182,77.0408396
Deep Bakery And Cake,new delhi,bakery,low,1.0,0,28.6803916,77.066475
Dhaba NH10,new delhi,north indian,low,1.0,0,0.0,0.0
Dilkhush Dhaba,new delhi,north indian,low,1.0,0,28.6819199,77.0695034
Do Bhai Paneer Wale And Sweets,new delhi,bakery,low,1.0,0,28.6801056,77.0662951
Dosa and Pizza Corner,new delhi,south indian,low,1.0,0,28.6833297,77.0690832
Gulati Ki Rasoi,new delhi,north indian,low,1.0,0,28.69123205,77.0719688
JMD Family Restaurant,new delhi,north indian,low,1.0,0,28.6467438,77.0228319
Jyoti Sweets,new delhi,mithai,low,1.0,0,28.6761455,77.0625067
Khana Khazana,new delhi,north indian,low,1.0,0,28.68654323,77.07009997
Krishna Panjabi Rasoi,new delhi,north indian,low,1.0,1,28.6743958,77.06082389
Lazeez Zaika,new delhi,north indian,low,1.0,1,28.6646411,77.0528602
Mannat Chinese Fast Food,new delhi,chinese,low,1.0,0,28.64669598,77.02514146
Pizza Hot,new delhi,italian,low,1.0,0,28.68209451,77.04071805
Raju Fast Food,new delhi,street food,low,1.0,0,28.66742137,77.06034612
Ramesh Caterers & Dhaba,new delhi,north indian,low,1.0,0,28.6536022,77.0721833
Sethi's Express,new delhi,south indian,low,1.0,0,28.6529874,77.0713543
Shahi Chicken Biryani Corner,new delhi,biryani,low,1.0,0,28.69252378,77.08171561
Spicy Curry,new delhi,north indian,low,1.0,0,28.6812756,77.0672844
Super Star Restaurant,new delhi,north indian,low,1.0,1,28.66539,77.053748
Swagi Food Corner,new delhi,chinese,low,1.0,0,28.68172684,77.06931744
Taoji Ke Amratsari Naan,new delhi,fast food,low,1.0,0,28.64712056,77.02335276
TCW Chaat Point,new delhi,street food,low,1.0,0,28.6779685,77.0642756
The Food Express,new delhi,north indian,low,1.0,1,28.678402,77.064828
The Pizza Family,new delhi,pizza,low,1.0,0,28.67799829,77.06413608
The Regal Chicken Corner,new delhi,north indian,low,1.0,0,28.6763063,77.0626796
Welcome Rasoi,new delhi,north indian,low,1.0,0,28.67898074,77.0654346
Agarwal Sweets,new delhi,mithai,low,3.0,8,28.6321812,77.1384794
Aurangzeb Rd,new delhi,north indian,medium,3.5,23,28.6282528,77.136724
Bengali Sweet Corner,new delhi,south indian,low,3.0,7,28.6324507,77.1384323
Cafe Coffee Day,new delhi,cafe,low,2.5,23,28.6287097,77.1367966
Chinese K. Food,new delhi,chinese,low,3.0,4,28.6276292,77.1462701
Chocowell,new delhi,desserts,low,3.0,15,28.628999,77.137174
Choice,new delhi,south indian,medium,3.0,4,28.6256939,77.1341651
Desi Street,new delhi,north indian,low,3.0,13,28.6233571,77.1354441
Enigma Lounge,new delhi,chinese,medium,3.0,8,28.6309493,77.1384175
Flavors Of London,new delhi,desserts,low,3.0,7,28.6199849,77.1380897
Frontier,new delhi,bakery,low,3.0,4,28.6298959,77.137511
Green Chick Chop,new delhi,raw meats,low,3.0,16,28.631853,77.1385567
Hot House Grill,new delhi,fast food,low,3.0,10,28.6238474,77.1556191
Kanshi Ram Chole Kulche Wala,new delhi,street food,low,3.5,13,28.6242844,77.1559168
Kents Fast Food,new delhi,north indian,medium,3.0,12,28.6327034,77.1381832
Paharia Meat & Chicken Shop,new delhi,north indian,low,3.0,12,28.6314816,77.1468968
Palji Corner,new delhi,north indian,low,3.5,30,28.6323154,77.148368
Paratha Hi Paratha,new delhi,north indian,low,3.0,10,28.6203669,77.1365287
Picasso Roof Top,new delhi,continental,high,3.0,15,28.6268623,77.1354417
RK Dosa,new delhi,south indian,low,3.0,12,28.6285958,77.1451395
Sandoz,new delhi,chinese,medium,2.5,32,28.6291147,77.1371626
Sardar Ji,new delhi,north indian,low,3.0,7,0.0,0.0
Satkar Fast Food,new delhi,north indian,low,3.0,20,28.6276237,77.1462754
Sweetheart Cupcakes,new delhi,desserts,low,3.0,21,0.0,0.0
The Earthen Grill,new delhi,north indian,low,3.0,14,28.6238747,77.1556452
Twenty Four Seven,new delhi,fast food,low,3.0,14,28.6299888,77.1375944
A Patisseries Gallery,new delhi,bakery,low,1.0,0,28.6286201,77.14178972
Aggarwal Bikaneri Sweets,new delhi,mithai,low,1.0,0,28.6322418,77.14808
Aggarwal Sweets & Bakers,new delhi,desserts,low,1.0,1,28.6223499,77.1357642
Avatar Da Dhaba,new delhi,north indian,low,1.0,0,28.6205175,77.1364744
Bengali Restaurant,new delhi,bengali,low,1.0,0,28.6223489,77.1358184
Biryani Express,new delhi,biryani,low,1.0,0,28.6286826,77.136788
Brahm Point Fast Food,new delhi,fast food,low,1.0,0,28.6319525,77.137828
Chinese Hot,new delhi,chinese,low,1.0,1,28.6244092,77.1558888
Curry Man,new delhi,north indian,low,1.0,0,0.0,0.0
Diya Chinese Food,new delhi,chinese,low,1.0,0,28.6312058,77.146829
Foodies,new delhi,chinese,low,1.0,0,28.6220182,77.1362918
Fresh Meat CO,new delhi,raw meats,low,1.0,0,28.6281257,77.1368633
Hans Fast Food Center,new delhi,fast food,low,1.0,2,28.6317769,77.1383317
Happy Hours,new delhi,chinese,low,1.0,0,28.6223096,77.1357857
Khalsa Eating Point,new delhi,north indian,low,1.0,0,28.6271441,77.1470434
Krishna Yummy Foods,new delhi,north indian,low,1.0,1,28.6311566,77.1469131
Laxmi Dhaba,new delhi,north indian,low,1.0,1,28.6204842,77.136184
Milan Shudh Vaishno,new delhi,north indian,low,1.0,3,28.6253211,77.134618
Milko Sweets Corner,new delhi,mithai,low,1.0,2,28.622227,77.1356151
New Punjabi Chaap Corner,new delhi,chinese,low,1.0,0,28.6308841,77.1465469
Nik's Chawla Chik Inn,new delhi,north indian,medium,1.0,2,28.6292946,77.1371165
Paras Corner,new delhi,chinese,low,1.0,0,28.6314962,77.1468595
Punjabi Tadka,new delhi,north indian,low,1.0,0,28.6296677,77.146539
Sardar A Pure Meat Shop,new delhi,raw meats,low,1.0,0,0.0,0.0
Shahi Hyderbadi Biryani,new delhi,mughlai,low,1.0,0,28.6213659,77.1363776
Shashi's China Wok,new delhi,chinese,low,1.0,2,0.0,0.0
Urban Palate,new delhi,fast food,low,1.0,0,28.6267926,77.1350843
Wrapss,new delhi,chinese,low,1.0,1,0.0,0.0
China Kitchen,new delhi,chinese,low,1.0,0,28.84061467,77.12731652
Chowringhee,new delhi,fast food,low,1.0,0,28.8002781,77.0356003
D-Food,new delhi,chinese,medium,1.0,0,28.80619877,77.04952508
Kith N Kin Cafeteria,new delhi,chinese,low,1.0,0,28.84056856,77.09081333
Lazeez Rasoi,new delhi,chinese,low,1.0,0,28.85517216,77.08952788
Red Rose Restaurant,new delhi,fast food,low,1.0,0,28.85192847,77.0880292
Shri Bikaner Sweets & Restaurant,new delhi,north indian,medium,1.0,0,28.79751667,77.03510278
Welcome Family Restaurant,new delhi,north indian,low,1.0,0,28.85510345,77.0895081
Al Bake,new delhi,north indian,low,2.5,38,28.5489159,77.252055
Americana Kitchen and Bar,new delhi,american,high,3.0,105,28.5501583,77.2509774
Bawa Snacks Corner,new delhi,north indian,low,3.0,11,28.548633,77.2541182
Bhimsain's Bengali Sweet House,new delhi,mithai,low,3.0,4,28.5478786,77.2515162
Cafe Coffee Day,new delhi,cafe,low,3.0,13,28.5490183,77.2531326
Cafe Coffee Day,new delhi,cafe,low,3.0,38,28.549693,77.2507978
Dolce Gelato,new delhi,ice cream,low,3.0,9,28.5478742,77.2524142
Domino's Pizza,new delhi,pizza,medium,3.0,71,28.5501668,77.2510672
Gopala,new delhi,north indian,low,3.0,12,28.5484867,77.2523434
New Punjabi Khana,new delhi,north indian,low,3.0,8,28.5486641,77.2528555
New Vishal Corner,new delhi,north indian,low,3.0,14,28.5482884,77.252055
Punjabi Khana,new delhi,north indian,low,3.0,14,28.5492872,77.2531326
Rajshree,new delhi,south indian,low,3.0,11,28.5491128,77.2509473
Snack Junction,new delhi,north indian,low,3.0,27,28.5485744,77.2522346
Sona,new delhi,north indian,low,3.5,29,28.5483354,77.251606
Southy,new delhi,south indian,low,2.5,94,28.549901,77.250474
The First Floor,new delhi,north indian,high,3.0,14,28.5487963,77.2526836
Hype,new delhi,finger food,high,3.5,142,28.5498766,77.2498998
McDonald's,new delhi,fast food,medium,3.5,177,28.5501754,77.251157
New Punjabi Khana,new delhi,north indian,low,4.0,104,28.5490569,77.250708
Pizza Hut Delivery,new delhi,italian,medium,3.5,103,28.5498979,77.2510672
Shree Rathnam,new delhi,south indian,medium,3.5,58,28.5490976,77.2511424
Subway,new delhi,american,medium,3.5,142,28.5501754,77.251157
Al Mughal,new delhi,mughlai,low,1.0,2,28.5487046,77.2521897
Anupama Restaurant,new delhi,north indian,low,1.0,1,28.5478786,77.2515162
Cafe Einstein,new delhi,north indian,medium,1.0,1,28.5473151,77.2512468
Delicious Eating Corner,new delhi,north indian,low,1.0,0,28.5471678,77.2511121
Gupta Rasoi,new delhi,north indian,low,1.0,1,28.5494455,77.2500794
Paras Chicken Point,new delhi,north indian,low,1.0,1,28.547266,77.2512019
Ralhan Eating Corner,new delhi,north indian,low,1.0,0,28.5471755,77.2509547
Pind Balluchi,new delhi,north indian,high,2.5,184,28.549027,77.2513366
Oh! Calcutta,new delhi,bengali,high,4.5,1293,28.5501242,77.2506182
Alcoholic Lounge & Bar,new delhi,finger food,high,3.0,21,28.6916888,77.1483815
Baljeet's Amritsari Koolcha,new delhi,north indian,low,3.0,110,28.693387,77.1496283
Bikanervala,new delhi,north indian,medium,3.5,89,28.6912959,77.152022
Cafe Coffee Day,new delhi,cafe,low,3.5,32,28.6926578,77.1528753
Chicago Pizza,new delhi,fast food,medium,3.5,42,28.6937883,77.1497297
Cocoberry,new delhi,desserts,low,3.5,32,28.6936352,77.1499993
Dilli Chaap Wale,new delhi,north indian,low,3.5,24,28.6937247,77.1499993
Dips,new delhi,south indian,low,3.0,23,28.6937161,77.1499094
Domino's Pizza,new delhi,pizza,medium,3.5,85,28.6936956,77.1506285
Gullu's,new delhi,north indian,medium,3.0,45,28.6913437,77.1522462
Hashtag Foods,new delhi,fast food,low,3.5,80,28.6933956,77.1493702
Mini Meals,new delhi,north indian,low,2.5,66,28.6938779,77.1497297
No Name - Taste Hi Kaafi Hai,new delhi,burger,low,3.0,31,28.6940829,77.1499993
Pind Balluchi,new delhi,north indian,high,2.5,261,28.6934012,77.150756
Pizza Hut,new delhi,italian,high,3.5,211,28.6941379,77.1496398
Raj Bhature wala,new delhi,north indian,low,3.5,84,28.6937883,77.1497297
Rolls Tiger,new delhi,fast food,low,3.5,49,28.6933978,77.1512576
SGF - Spice Grill Flame,new delhi,north indian,medium,3.5,80,28.6934043,77.1494601
Smoksha Cafe and Lounge,new delhi,cafe,medium,3.5,60,28.6941293,77.1495499
Subway,new delhi,american,medium,3.5,131,28.6953879,77.1519316
Sura Vie,new delhi,north indian,high,3.5,391,28.6937824,77.1501341
Billu's Hut,new delhi,fast food,low,4.0,813,28.6936006,77.1496398
BTW,new delhi,street food,low,3.5,459,28.6937161,77.1499094
Burger King,new delhi,burger,medium,3.5,426,28.6930828,77.151707
Cafe Coffee Day,new delhi,cafe,low,3.5,50,28.6934788,77.1511677
Chills 'n' Grills,new delhi,fast food,low,3.5,69,28.6937161,77.1499094
Fusion N Food,new delhi,fast food,low,4.0,22,28.6927106,77.1518301
Giani,new delhi,ice cream,low,3.5,87,28.6936352,77.1499993
Hot Spot,new delhi,fast food,low,4.0,201,28.6937797,77.1496398
La Americana,new delhi,fast food,low,3.5,139,28.6931637,77.1516171
Mogambo Khush Hua,new delhi,chinese,low,4.0,121,28.6939598,77.1502307
Niti Shake & Ice Cream Hub,new delhi,desserts,low,4.0,23,28.6936265,77.1499094
Pacific Asia,new delhi,north indian,high,3.5,151,28.6925061,77.1489657
Papa Veg Chinese Food,new delhi,chinese,low,4.0,29,28.694444,77.147338
Pasta Hut,new delhi,fast food,low,3.5,82,28.6937247,77.1499993
Ram G Snacks & Food Corner,new delhi,north indian,low,3.5,34,28.6916209,77.1523361
Sandwich King,new delhi,fast food,medium,4.0,99,28.6937508,77.1497494
Shake Eat Up,new delhi,fast food,low,4.0,155,28.6930397,77.1512576
Starbucks,new delhi,cafe,medium,3.5,294,28.6931087,77.1519766
The Chai Story,new delhi,cafe,low,3.5,22,28.6932029,77.1518426
Themis Barbecue House,new delhi,north indian,high,4.0,457,28.6936643,77.1493702
Utsav,new delhi,bakery,low,3.5,13,28.6939329,77.1493702
Barbeque Nation,new delhi,north indian,high,4.0,937,28.6923578,77.1516171
Bistro 57,new delhi,fast food,medium,4.0,20,0.0,0.0
Calendar Khana Laao,new delhi,north indian,high,4.0,42,28.6926883,77.1490259
Chaayos,new delhi,cafe,low,4.0,156,28.6933618,77.1513743
Eleven Course,new delhi,north indian,high,4.0,537,28.6907955,77.1502689
Sinciti,new delhi,north indian,high,4.0,277,28.6912864,77.1507183
Admission Lounge,new delhi,north indian,high,2.5,24,28.56240125,77.26883523
Al Zaika,new delhi,north indian,medium,3.0,8,28.57086609,77.26652149
Angels in my Kitchen,new delhi,bakery,low,3.0,88,28.57094736,77.26684134
Asian Curry,new delhi,thai,medium,3.0,5,0.0,0.0
Chaska,new delhi,fast food,medium,3.5,47,28.56238181,77.28829969
Chik Chow,new delhi,north indian,medium,3.5,62,28.5693697,77.26801079
Deep Sweet Corner,new delhi,north indian,low,2.5,16,28.56563745,77.27004256
Deepika Khaitan's Cakes,new delhi,bakery,medium,3.0,4,28.5613894,77.2687116
Dhaba On Wheels,new delhi,north indian,medium,2.5,15,28.56971362,77.26754777
Domino's Pizza,new delhi,pizza,medium,3.0,95,28.5613573,77.2688462
Evergreen Sweets,new delhi,north indian,low,3.0,14,28.56088235,77.27258228
Gopala,new delhi,mithai,low,3.0,7,28.56929078,77.2682086
Green Chick Chop,new delhi,raw meats,low,3.0,12,28.5691783,77.26803929
Halal Pizza Fun,new delhi,pizza,low,3.0,7,28.56250019,77.28950668
Keventers,new delhi,beverages,low,3.5,13,28.5613147,77.2683973
Khan Chicken Biryani,new delhi,north indian,medium,3.0,9,28.561703,77.268271
McDonald's,new delhi,fast food,medium,3.5,127,28.5613658,77.268936
Midnight Bites,new delhi,north indian,medium,3.0,10,28.56298018,77.29113277
Moti Mahal Delux,new delhi,north indian,medium,3.0,44,28.56921452,77.2681563
MT Everest Food Corner,new delhi,north indian,medium,3.0,28,28.55941173,77.27250919
Muradabad Ki Mashoor Sama Chicken Biryani,new delhi,biryani,low,3.0,5,28.5603414,77.27289509
New Laziz,new delhi,north indian,medium,3.0,6,28.570839,77.26689197
Talab South Indian Restaurant,new delhi,south indian,low,2.5,14,28.5608741,77.27209244
Tipu Sultan Chicken Point,new delhi,biryani,low,3.0,27,28.56489598,77.28855785
Yo Wok,new delhi,chinese,medium,3.0,4,0.0,0.0
Zoet Desserts,new delhi,bakery,medium,3.0,8,28.57473537,77.26416081
Zooby's Kitchen,new delhi,north indian,medium,3.0,21,28.56528,77.271844
Hotel Malabar,new delhi,kerala,low,3.5,129,28.55982665,77.27205321
Hwealthcafe,new delhi,cafe,medium,3.5,29,28.563202,77.268831
Noorjahan,new delhi,north indian,medium,4.0,17,28.56159495,77.29254572
Pizza Hut Delivery,new delhi,italian,medium,4.0,189,28.5613573,77.2688462
Sushiya Express,new delhi,sushi,medium,3.5,30,28.561936,77.268211
Tuptakes,new delhi,bakery,low,3.5,52,28.565383,77.268779
Annapurna Food Point,new delhi,north indian,low,1.0,1,0.0,0.0
Arabian & Turkish Cafí©,new delhi,turkish,low,1.0,0,0.0,0.0
Brij Palace Restaurant,new delhi,north indian,low,1.0,2,28.56308413,77.2912015
Bruncheez,new delhi,fast food,low,1.0,2,0.0,0.0
Buena Tierra,new delhi,bakery,low,1.0,2,0.0,0.0
Cafe Coffee Day,new delhi,cafe,low,1.0,2,0.0,0.0
Chokoreto - The Cake Design Studio,new delhi,bakery,low,1.0,1,0.0,0.0
Crazylicious Cakes N Desserts,new delhi,bakery,low,1.0,2,0.0,0.0
Halal Pizza 'n' Joy,new delhi,pizza,low,1.0,2,28.56252021,77.28850622
Shree Bhojnalaya,new delhi,north indian,low,1.0,0,28.56077074,77.27276199
Shree Laxmi Dhaba,new delhi,north indian,low,1.0,3,28.56047774,77.27276031
Swaad Restaurant,new delhi,north indian,medium,1.0,2,0.0,0.0
The Bay Leaf,new delhi,chinese,medium,1.0,1,0.0,0.0
Lotus Pond,new delhi,chinese,high,4.0,391,28.56164062,77.27047574
Cafe Turtle,new delhi,cafe,high,3.0,36,28.5902907,77.2525938
Gulfam Kashmiri Wazwan,new delhi,mughlai,low,3.5,38,28.5910927,77.2440626
Kit Care Kabab Corner,new delhi,north indian,low,3.0,10,28.5912845,77.2413685
Liter Basar,new delhi,bakery,low,3.0,7,28.591272,77.2440626
N. Iqbal Restaurant,new delhi,north indian,low,3.0,40,28.5916689,77.2435238
Ghalib Kabab Corner,new delhi,mughlai,low,4.0,251,28.5922428,77.242491
Karim's,new delhi,mughlai,medium,3.5,360,28.59126791,77.2436513
Chick Fish Point,new delhi,north indian,low,1.0,2,28.5923217,77.2419073
Monis Kada Hotel,new delhi,mughlai,low,1.0,0,28.591272,77.2440626
Comesum,new delhi,fast food,low,2.0,251,28.5896164,77.2530428
Lunch Express,new delhi,north indian,low,3.5,27,28.5256742,77.2835266
Aloo Bhaji Restaurant,new delhi,north indian,medium,1.0,0,0.0,0.0
Chinese Corner,new delhi,chinese,low,1.0,0,28.50184423,77.28726067
Gupta Bhojnalya,new delhi,north indian,low,1.0,0,28.5003643,77.2885264
Sam's 22,new delhi,fast food,low,1.0,0,28.50129443,77.28724223
The Bakery,new delhi,bakery,low,1.0,0,28.5014785,77.287153
Twenty Four Seven,new delhi,fast food,low,1.0,0,28.5275256,77.2729071
Vishal Snacks,new delhi,north indian,low,1.0,0,28.501281,77.287037
Chawla Dhaba,new delhi,north indian,medium,3.0,10,28.5357956,77.2800843
Shri Gupta'z,new delhi,mughlai,medium,3.0,18,28.5370818,77.2806012
The Golden Leaf,new delhi,north indian,medium,3.0,6,28.5345304,77.2781976
Red Moon Bakery,new delhi,bakery,low,3.5,26,28.5327507,77.2759158
Cafe Point,new delhi,fast food,low,1.0,0,28.5344146,77.278399
TLC Kitchen,new delhi,healthy food,medium,1.0,2,28.5378847,77.2753817
Berco's,new delhi,chinese,high,3.0,5,28.642553,77.1064348
Bikano Chat Cafe,new delhi,north indian,medium,2.5,55,28.6421961,77.1065259
BonJuz,new delhi,healthy food,low,3.0,8,28.6426602,77.1065016
Cafe Coffee Day - The Lounge,new delhi,cafe,medium,2.5,29,28.6417977,77.1068818
Chicago Pizza,new delhi,pizza,medium,3.0,69,28.6426643,77.1064258
Domino's Pizza,new delhi,pizza,medium,3.5,69,28.6423028,77.1059714
Dosa Village,new delhi,south indian,medium,3.0,36,28.6426609,77.106404
Dunkin' Donuts,new delhi,burger,medium,3.5,36,28.6424049,77.1064285
Gelato Italiano,new delhi,ice cream,low,3.5,18,28.642365,77.1064014
Gelato Vinto,new delhi,desserts,low,2.5,17,28.642112,77.1062108
Keventers,new delhi,beverages,low,3.0,19,28.642704,77.1065917
KFC,new delhi,american,medium,2.5,47,28.6422203,77.1062245
Kings Kulfi,new delhi,desserts,low,3.5,18,28.6425056,77.1059749
Mr. Sub,new delhi,fast food,low,3.0,6,28.6425574,77.1062179
Shanghai Moon,new delhi,chinese,medium,2.5,71,28.6421265,77.106489
The Blue Tandoor,new delhi,north indian,medium,2.5,46,28.6426228,77.1063059
Costa Coffee,new delhi,cafe,medium,3.5,53,28.6424982,77.1065639
Giani's,new delhi,ice cream,low,4.0,51,28.6427806,77.1063609
Hinglish - Cafe Beach Bar,new delhi,continental,high,3.5,792,28.6424495,77.1068457
Spaghetti Kitchen,new delhi,italian,high,4.0,601,28.6419495,77.1063393
Subway,new delhi,american,medium,3.5,65,28.6424575,77.1069047
Swiss Softy,new delhi,ice cream,low,4.0,31,28.6421787,77.1060471
The Bubble Tea,new delhi,beverages,low,3.5,35,28.6424882,77.1064068
Creambell & Chocoxess,new delhi,ice cream,low,1.0,0,28.6423578,77.1064559
Hang Out,new delhi,italian,high,1.0,3,28.6421902,77.1065198
Mx Corn,new delhi,fast food,low,1.0,1,28.6423346,77.1064741
The Belgian Fries Company,new delhi,european,low,1.0,1,0.0,0.0
Al-Sameer,new delhi,north indian,low,3.0,5,28.64599167,77.21546111
Allure,new delhi,north indian,medium,3.0,6,28.64486111,77.21439444
BarShala,new delhi,finger food,medium,3.0,14,28.641786,77.224386
Bikaner House,new delhi,north indian,medium,3.0,4,28.6407217,77.2110097
Cafe Coffee Day,new delhi,cafe,low,2.5,16,28.6429341,77.22227074
Cafe CoffeeCo,new delhi,cafe,low,3.5,21,28.6406664,77.2113691
Cafe Festa,new delhi,cafe,medium,3.0,38,28.6409218,77.2102911
Cheers Lounge Bar,new delhi,north indian,high,3.0,8,28.6402223,77.2104708
Chowmein Hut,new delhi,chinese,low,3.0,4,28.64379167,77.21226389
Club India Cafe & Restaurant,new delhi,north indian,medium,3.0,32,28.64084258,77.21339095
Domino's Pizza,new delhi,pizza,medium,3.0,29,28.64558376,77.21074697
Everest Bakery Cafe,new delhi,cafe,medium,3.0,19,28.64251389,77.21537778
Everest Kitchen,new delhi,north indian,medium,3.0,18,28.64106944,77.21334167
Exotic Rooftop Restaurant,new delhi,chinese,medium,3.0,5,28.64102619,77.21350629
Flavours,new delhi,north indian,medium,3.0,11,28.64601747,77.21406352
Gagan Assam Bengal Restaurant,new delhi,north indian,low,3.0,7,28.64588388,77.21419964
Gold Resto Bar,new delhi,north indian,medium,3.0,8,28.6417221,77.21711855
Grand Madras Cafe,new delhi,south indian,low,3.0,4,28.64665684,77.21133538
Green Chilli,new delhi,north indian,medium,3.0,17,28.6418801,77.21048
Gurdev Punjabi Restaurant,new delhi,north indian,low,3.0,8,28.64538,77.21650167
Haji Irshad Biryani Centre,new delhi,biryani,low,3.0,6,28.62486609,77.20943915
Hungerzz Grill,new delhi,fast food,low,3.0,4,0.0,0.0
Janta Sweets,new delhi,street food,low,3.0,9,28.64754161,77.21159454
Khosla Cafe,new delhi,north indian,low,3.0,18,28.6407474,77.2112792
King Bar & Restaurant,new delhi,north indian,medium,3.0,10,28.64533983,77.21226476
Le Fairway Restaurant & Bar,new delhi,north indian,high,3.0,17,28.64423731,77.21077781
Madan Cafe & Restaurant,new delhi,north indian,low,3.0,28,28.640825,77.21124167
Malhotra Restaurant,new delhi,north indian,medium,3.0,32,28.64102,77.2103809
Metropolis Bar,new delhi,chinese,medium,3.0,22,28.64062222,77.21045556
Mikky Restaurant,new delhi,north indian,medium,3.0,18,28.64574667,77.21796833
Mourya Sweets Chat Bhandar,new delhi,fast food,low,3.0,4,28.64710556,77.20978611
My Bar & Restaurant,new delhi,north indian,medium,3.0,679,28.640745,77.2107852
My Love Restaurant & Bar,new delhi,north indian,high,2.5,19,28.638784,77.2094826
Organic German Bakeshop - Brown Bread Bakery,new delhi,fast food,medium,3.0,22,28.6408418,77.2122674
Paankhuri Restaurant,new delhi,north indian,medium,3.0,5,28.64522214,77.21423384
Pardeep Corner,new delhi,north indian,low,3.5,25,28.64571111,77.21111389
Pehalwan Da Hotel,new delhi,mughlai,low,3.0,6,28.64784229,77.21426713
Pizza Hut Delivery,new delhi,italian,medium,3.0,26,28.64436148,77.21523765
Re Cafe,new delhi,continental,high,3.0,14,28.64569263,77.21764829
Rumi Amritsari Naan,new delhi,north indian,low,3.0,12,28.6421442,77.2104258
Sagar Bar-Be Que,new delhi,north indian,medium,2.5,37,28.64012372,77.21072584
Satyam Rooftop Restaurant,new delhi,north indian,medium,3.0,9,28.64063,77.21341833
Sethi Restaurant,new delhi,north indian,medium,3.0,8,28.64541167,77.21133667
Shri Bankey Bihari Samosa Wala,new delhi,street food,low,3.0,5,0.0,0.0
Sonu South Indian Restaurant,new delhi,south indian,low,3.0,8,28.64613634,77.21123043
Southern Welcome Restaurant,new delhi,south indian,low,2.5,7,28.64581886,77.21554611
Swagat Dhaba,new delhi,north indian,low,2.5,12,28.6406874,77.2106504
Tadka 4986,new delhi,chinese,medium,3.5,37,28.6404495,77.2131708
The Drunkyard Cafe,new delhi,north indian,medium,3.0,8,28.64141166,77.21558299
The Gem Bar & Restaurant,new delhi,continental,high,3.0,18,28.64154113,77.21615497
The Indian Grill Restaurant,new delhi,north indian,medium,3.0,10,28.64598569,77.21508846
True Blue,new delhi,north indian,medium,3.0,11,28.645035,77.217927
U Like,new delhi,north indian,medium,3.0,16,28.64525804,77.21109062
Vaga Bond,new delhi,north indian,medium,3.0,7,28.64583167,77.21598167
Vrinda Vaishno Dhaba,new delhi,north indian,low,3.0,4,28.64058864,77.21702065
White Heart Restro Bar,new delhi,north indian,high,2.5,13,28.6405487,77.2106055
Haldiram Bhujiawala,new delhi,street food,low,3.5,27,28.64481668,77.21376009
Maa Bhagwati,new delhi,north indian,low,3.5,39,28.6441564,77.21574157
Cafe Brownie,new delhi,cafe,medium,1.0,3,28.64588182,77.21521385
Cafexpress,new delhi,beverages,low,1.0,1,28.65449722,77.20937222
Mauja Hi Mauja,new delhi,street food,low,1.0,1,28.65731111,77.21249444
Metro Bar & Family Restaurant,new delhi,north indian,high,1.0,2,28.6387755,77.2093928
Bajaj Vaishno Dhaba,new delhi,north indian,low,2.0,16,28.64217671,77.21832521
Sita Ram Diwan Chand,new delhi,street food,low,4.5,1317,28.6423212,77.2104544
Aayush Food Plaza,new delhi,chinese,low,3.0,5,28.590995,77.0909272
Ankit Fast Food Corner,new delhi,chinese,low,3.0,5,28.5999471,77.081824
Da Pizza Corner,new delhi,fast food,medium,3.0,7,28.5859879,77.0875177
Mughal Zaika Chicken Point,new delhi,north indian,low,3.0,4,28.5988478,77.0816013
Nawab Restaurant,new delhi,north indian,low,3.0,7,28.5851308,77.0893327
